# gunzip -c exp/tri3a/decode/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py exp/tri3a/graph 
# Started at Fri Apr 22 16:27:30 CDT 2022
#
analyze_phone_length_stats.py: WARNING: optional-silence sil is seen only 42.0289855072% of the time at utterance end.  This may not be optimal.
At utterance begin, sil accounts for 98.6% of phone occurrences, with duration (median, mean, 95-percentile) is (11,11.6,18) frames.
Overall, w_B accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (11,12.2,13) frames.
Overall, z_B accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (13,14.2,15) frames.
Overall, ah0_I accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (4,7.8,8) frames.
Overall, v_I accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (3,3.0,3) frames.
The optional-silence phone sil occupies 25.5% of frames overall 
Limiting the stats to the 53.7% of frames not covered by an utterance-[begin/end] phone, optional-silence sil occupies 0.0% of frames.
Assuming 100 frames per second, the alignments represent 0.0 hours of data, or 0.0 hours if sil frames are excluded.
Utterance-internal optional-silences sil comprise 0.0% of utterance-internal phones, with duration (median, mean, 95-percentile) = (0,0.0,0)
# Accounting: time=0 threads=1
# Ended (code 0) at Fri Apr 22 16:27:30 CDT 2022, elapsed time 0 seconds
